
 Lista de Imóveis da Caixa;;Data de geração:;22/04/2025;;;;;;;
 1555532684286 ;GO ;VALPARAISO DE GOIAS ;CIDADE JARDINS ;QUADRA Q, N. S/N, Apto 6, QD QC03 ,ETAPA B, PAV.TERREO ,BL 01 ;125.884,66;200.000,00;37.06;Apartamento, 0.00 de área total, 77.16 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555532684286
 1444409677704 ;GO ;VALPARAISO DE GOIAS ;VALPARAISO I - ETAPA B ;QUADRA QUADRA 50, N. SN, LT 21 ;184.821,15;290.000,00;36.27;Casa, 0.00 de área total, 56.00 de área privativa, 264.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444409677704
 1555527932854 ;GO ;VALPARAISO DE GOIAS ;JARDIM CEU AZUL ;AVENIDA 4, N. S/N, LT 08 QD 169 ;171.437,55;269.000,00;36.27;Casa, 0.00 de área total, 180.00 de área privativa, 838.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555527932854
 8555509173414 ;GO ;VALPARAISO DE GOIAS ;SETOR DE CHACARAS ANHANGUERA C ;QUADRA 15 LT 07 CHAC 13-A GLEBA C, N. SN, CS A - COND RESIDENCIAL AENE ;95.324,07;140.000,00;31.92;Casa, 0.00 de área total, 85.80 de área privativa, 93.60 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555509173414
 8787701919268 ;GO ;VALPARAISO DE GOIAS ;YPIRANGA ;RUA MARAJO, N. SN, Apto 204, 2 PAVIMENTO BL.B-03 ;109.260,18;151.000,00;27.65;Apartamento, 0.00 de área total, 44.48 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701919268
 8444401483119 ;GO ;VALPARAISO DE GOIAS ;PARQUE SANTA RITA DE CASSIA ;RUA 9, N. S/N, QD 14 LT 18 UN 02 TIPO A ;52.247,12;71.500,00;26.93;Casa, 0.00 de área total, 53.53 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, Terraco.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444401483119
 8787708250320 ;GO ;VALPARAISO DE GOIAS ;CHACARAS ANHANGUERA ;QD 19 CHAC. 3 RUA MINAS GERAIS, N. SN, Apto 203, BL H ;91.601,28;125.000,00;26.72;Apartamento, 0.00 de área total, 45.13 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708250320
 8787712128399 ;GO ;VALPARAISO DE GOIAS ;CIDADE JARDINS ; AVENIDA COMERCIAL NORTE, N. SN, Apto 204, QD.QC-01 ;96.987,54;125.000,00;22.41;Apartamento, 0.00 de área total, 42.83 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712128399
 8787713958514 ;GO ;VALPARAISO DE GOIAS ;CHACARAS E MANSOES SANTA MARIA ;RUA 8, N. S/N, Apto 307, BL A QD 09 LT 05 ;109.481,31;140.000,00;21.80;Apartamento, 0.00 de área total, 48.90 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787713958514
 8555523529719 ;GO ;VALPARAISO DE GOIAS ;PARQUE DAS CACHOEIRAS ; CONJUNTO RESIDENCIAL 5, N. SN, Apto 101,  CR 05 BL 02 SUBCOND 02 ;109.572,04;135.000,00;18.84;Apartamento, 0.00 de área total, 48.31 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555523529719
 8444410988317 ;GO ;VALPARAISO DE GOIAS ;PACAEMBU ; QD 141, N. S/N, CS 02 LT 09 ;97.589,20;120.000,00;18.68;Casa, 0.00 de área total, 48.00 de área privativa, 146.82 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444410988317
 8787709094519 ;GO ;VALPARAISO DE GOIAS ;CHACARAS YPIRANGA ;RUA MARAJOARA, N. SN, Apto 202,  BL V CH 16, QD 02 ;110.352,85;135.000,00;18.26;Apartamento, 0.00 de área total, 44.77 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709094519
 8787714340360 ;GO ;VALPARAISO DE GOIAS ;CIDADE JARDINS ;AVENIDA COMERCIAL NORTE 2, N. SN, Apto 201, QD QC 01 BL 14 CONJ A ;121.180,96;147.000,00;17.57;Apartamento, 0.00 de área total, 42.83 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787714340360
 8787711530401 ;GO ;VALPARAISO DE GOIAS ;VALPARAISO II ;LOTE 4 DO RPII-TRECHO 04, N. SN, Apto 204, BLOCO C ;108.213,28;130.000,00;16.76;Apartamento, 0.00 de área total, 45.13 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711530401
 8787701903795 ;GO ;VALPARAISO DE GOIAS ;SETOR DE CHACARAS ANHANGUERA C ;QUADRA QUADRA 26, N. SN, Apto 104, BL A ;96.091,91;115.000,00;16.45;Apartamento, 0.00 de área total, 46.87 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701903795
 8787702920529 ;GO ;VALPARAISO DE GOIAS ;CHACARAS ANHANGUERA ;QD 16 CHACARA 05, N. SN, Apto 102, BL F - RUA MINAS GERAIS ;107.212,56;127.000,00;15.59;Apartamento, 0.00 de área total, 45.13 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702920529
 8787712127899 ;GO ;VALPARAISO DE GOIAS ;CIDADE JARDINS - ETAPA B ;QD. 1, N. SN, Apto 301, BL.27 ;137.373,88;153.000,00;10.22;Apartamento, 0.00 de área total, 42.83 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712127899
 8787715509733 ;GO ;VALPARAISO DE GOIAS ;CHACARAS BRASIL A ;QD 01 CHACARA 13, N. SN, CASA 14, RUA DA ESPERANÇA ;114.165,60;127.000,00;10.11;Casa, 0.00 de área total, 58.69 de área privativa, 79.49 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787715509733
 8787700928603 ;GO ;VALPARAISO DE GOIAS ;CHACARAS BENVINDA ;QD. 2, N. SN, Apto 103, BL.A ;94.458,54;105.000,00;10.04;Apartamento, 0.00 de área total, 43.13 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787700928603
 8787712497572 ;GO ;VALPARAISO DE GOIAS ;JARDIM CEU AZUL ;lote 4 RUA 12, N. SN, Apto 202, BL M ;127.887,75;140.000,00;8.66;Apartamento, 0.00 de área total, 44.77 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712497572
 8444423793153 ;GO ;VALPARAISO DE GOIAS ;SETOR DE CHACARAS ANHANGUERA C ;QUADRA 24, N. S/N, CS 11 MD A CH 9 ;119.350,06;125.000,00;4.52;Casa, 0.00 de área total, 134.20 de área privativa, 134.20 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423793153
 8787712278366 ;GO ;VALPARAISO DE GOIAS ;MANSOES RECREIO ESTRELA D'ALVA ;QUADRA 1 LOTE 07, N. SN, Apto 201, BL A , AVENIDA I ;126.099,82;131.000,00;3.75;Apartamento, 0.00 de área total, 53.20 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712278366
 8787712711000 ;GO ;VALPARAISO DE GOIAS ;YPIRANGA ; QD 01, N. NS, Apto 101, 1 PAVIMENTO BL.C ;128.026,24;133.000,00;3.74;Apartamento, 0.00 de área total, 44.77 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712711000
 1787701460984 ;GO ;VALPARAISO DE GOIAS ;FAZENDA TAVEIRA ;GLEBA A2 RUA VIA DE ACESSO, N. SN, Apto 103, BL 01 ;185.000,00;185.000,00;0.00;Apartamento, 0.00 de área total, 76.63 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787701460984
 8787700658363 ;GO ;VALPARAISO DE GOIAS ;CH. YPIRANGA GLEBA A ; RUA SAIA VELHA ESQUINA COM RUA FLAMBOYANT, N. 0, Apto 213, QD 02 BL A CHACARA 17 PAV SUPERIOR ;136.000,00;136.000,00;0.00;Apartamento, 0.00 de área total, 47.83 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787700658363
 8787707793320 ;GO ;VALPARAISO DE GOIAS ;FAZENDA TAVEIRA ;GLEBA A1 -  VIA DE ACESSO E GROTA SECA, N. SN, Apto 202, BL 06 ;125.000,00;125.000,00;0.00;Apartamento, 0.00 de área total, 45.35 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707793320
 8787709481571 ;GO ;VALPARAISO DE GOIAS ;CHÁCARAS YPIRANDA A ;RUA MARAJO, N. SN, Apto 102,  CHAC 07-H BL B ;130.000,00;130.000,00;0.00;Apartamento, 0.00 de área total, 44.77 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709481571
 8787710341613 ;GO ;VALPARAISO DE GOIAS ;FAZ TAVEIRA ;GLEBA A1, N. SN, Apto 203, BL 31, VIA DE ACESSO ;145.000,00;145.000,00;0.00;Apartamento, 0.00 de área total, 45.35 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710341613
 8555504853948 ;GO ;VALPARAISO DE GOIAS ;PARQUE ESPLANADA IV ;QUADRA 17, N. SN, LT 04 ;130.000,00;130.000,00;0.00;Casa, 0.00 de área total, 51.46 de área privativa, 123.45 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555504853948
 8444401710115 ;GO ;VALPARAISO DE GOIAS ;PARQUE SANTA RITA DE CASSIA ; QUADRA 02, N. SN, LT 11 CS 05 ;127.200,00;127.200,00;0.00;Casa, 0.00 de área total, 59.50 de área privativa, 81.25 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444401710115
 8444414124040 ;GO ;VALPARAISO DE GOIAS ;CIDADE JARDINS ;QUADRA QC 10 ETAPA A, N. SN, Apto 201, BL B, RES PARQUE DAS FLORES ;117.000,00;117.000,00;0.00;Apartamento, 0.00 de área total, 43.42 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444414124040
 8787711377735 ;GO ;VALPARAISO DE GOIAS ;CIDADE JARDINS ;AREA VERDE 09, N. SN, Apto 303, QD 04 BL G VG GARAGEM 144 QD HAB QC02 ;140.000,00;140.000,00;0.00;Apartamento, 0.00 de área total, 46.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711377735
 8555517700630 ;GO ;VALPARAISO DE GOIAS ;VALPARAISO II ;QUADRA 11, N. SN, CS 01 LT 08 ;142.000,00;142.000,00;0.00;Casa, 0.00 de área total, 62.40 de área privativa, 150.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555517700630
 8444423662539 ;GO ;VALPARAISO DE GOIAS ;PARQUE ESPLANADA III ;RUA 11, N. SN, Apto 201, LT 38 QD 16 PAV SUPERIOR ;151.000,00;151.000,00;0.00;Apartamento, 0.00 de área total, 53.44 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423662539
 8555521110680 ;GO ;VALPARAISO DE GOIAS ;CHACARAS ANHANGUERA ;QD 09, N. 04, CS 04, MODELO B ;125.000,00;125.000,00;0.00;Casa, 0.00 de área total, 51.46 de área privativa, 215.87 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555521110680
 8555526088381 ;GO ;VALPARAISO DE GOIAS ;CHACARAS ANHANGUERA ;RUA CEARA, N. SN, CASA 36 QD 21  MODELO A CH 04 ;122.000,00;122.000,00;0.00;Casa, 0.00 de área total, 55.20 de área privativa, 138.88 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555526088381
 8787702859510 ;GO ;VALPARAISO DE GOIAS ;CHACARAS ANHANGUERA ;RUA MINAS GERAIS, N. SN, Apto 101, QD 16 BL F CH 05 ;131.000,00;131.000,00;0.00;Apartamento, 0.00 de área total, 45.13 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702859510
 8787709654425 ;GO ;VALPARAISO DE GOIAS ;CHACARAS ANHANGUERA ;RUA SAO PAULO, N. SN, Apto 304, 2° PAV - LT 04 - QD 18 ;170.000,00;170.000,00;0.00;Apartamento, 0.00 de área total, 45.13 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709654425
 8787707397166 ;GO ;VALPARAISO DE GOIAS ;PARQUE ESPLANADA I ;RUA E, N. SN, Apto 206, BL 11 PAV 2 GLEBA 10 ;155.000,00;155.000,00;0.00;Apartamento, 0.00 de área total, 42.81 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707397166
 8787703478986 ;GO ;VALPARAISO DE GOIAS ;CIDADE JARDINS - ETAPA B ; QUADRA QC-05, N. SN, Apto 201, BL 05 RUA 07 ;145.000,00;145.000,00;0.00;Apartamento, 0.00 de área total, 43.26 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703478986
 8787711966820 ;GO ;VALPARAISO DE GOIAS ;CIDADE JARDINS - ETAPA B ;AREA VERDE 09, N. SN, Apto 301, QD 02 BL E PAV 02 VG GARAGEM 100 QD HA ;142.000,00;142.000,00;0.00;Apartamento, 0.00 de área total, 46.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711966820
 8787706460050 ;GO ;VALPARAISO DE GOIAS ;JARDIM CEU AZUL ; AV ANHAGUERA, N. 11, Apto 201, 2º PV  - BLOCO E ;148.700,00;148.700,00;0.00;Apartamento, 0.00 de área total, 44.77 de área privativa, 0.01 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706460050
 8787711363688 ;GO ;VALPARAISO DE GOIAS ;CRUZEIRO DO SUL ;QUADRA 29, N. SN, Apto 305, LT 05 PAV 02 RUA 05 - VG 305 ;142.000,00;142.000,00;0.00;Apartamento, 0.00 de área total, 52.18 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711363688
 8787702733990 ;GO ;VALPARAISO DE GOIAS ;YPIRANGA ;RUA MARAJO, N. SN, Apto 204, BL B-16, CH 05, QD 01 ;140.000,00;140.000,00;0.00;Apartamento, 0.00 de área total, 44.48 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702733990
 8787705001680 ;GO ;VALPARAISO DE GOIAS ;YPIRANGA ;RUA SAIA VELHA, N. S/N, Apto 102, BL L, LT 8-A, QD 02 ;135.000,00;135.000,00;0.00;Apartamento, 0.00 de área total, 44.77 de área privativa, 9835.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705001680
 8787705014839 ;GO ;VALPARAISO DE GOIAS ;CHACARAS YPIRANGA ;QUADRA 02, N. SN, Apto 01, LT 18 BL K RUA SAIA VELHA ;137.000,00;137.000,00;0.00;Apartamento, 0.00 de área total, 47.03 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705014839
 8555504717777 ;GO ;VALPARAISO DE GOIAS ;SETOR DE CHACARAS ANHANGUERA A ;QUADRA 15, N. SN, CS 30 CHAC 07 ;132.300,00;132.300,00;0.00;Casa, 0.00 de área total, 57.72 de área privativa, 166.66 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555504717777
 8555531442104 ;GO ;VALPARAISO DE GOIAS ;SETOR DE CHACARAS ANHANGUERA A ;QUADRA 5, N. S/N, Apto 102, BL A9 PAV SUPERIOR ;122.000,00;122.000,00;0.00;Apartamento, 0.00 de área total, 44.45 de área privativa, 0.01 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555531442104
 8555534878558 ;GO ;VALPARAISO DE GOIAS ;SETOR DE CHACARAS ANHANGUERA A ;QUADRA 6, N. SN, Apto 08, BL B CHAC 07 RUA RIO DE JANEIRO ;110.000,00;110.000,00;0.00;Apartamento, 0.00 de área total, 44.45 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555534878558
 8444400140226 ;GO ;VALPARAISO DE GOIAS ;SETOR DE CHACARAS ANHANGUERA B ;CHACARA 07, N. SN, CASA 18 - QD 40 ;114.000,00;114.000,00;0.00;Casa, 0.00 de área total, 60.11 de área privativa, 135.85 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444400140226
 8555520466007 ;GO ;VALPARAISO DE GOIAS ;SETOR DE CHACARAS ANHANGUERA B ;QUADRA 38, N. SN, Apto 101, BL A23 LT CHACARA Nº 09-A ;127.000,00;127.000,00;0.00;Apartamento, 0.00 de área total, 48.23 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555520466007
 8555522398602 ;GO ;VALPARAISO DE GOIAS ;SETOR DE CHACARAS ANHANGUERA B ;QUADRA 38 CHACARA 15-C, N. SN, Apto 102, BL A7 ;104.000,00;104.000,00;0.00;Apartamento, 0.00 de área total, 46.54 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555522398602
 8444406053635 ;GO ;VALPARAISO DE GOIAS ;SETOR DE CHACARAS ANHANGUERA C ;QUADRA 24, N. SN, LT 11 CS 36 MODELO B ;105.000,00;105.000,00;0.00;Casa, 0.00 de área total, 86.02 de área privativa, 111.52 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444406053635
 8555518556576 ;GO ;VALPARAISO DE GOIAS ;SETOR DE CHACARAS ANHANGUERA C ;QUADRA 8, N. SN, LT 03 ;129.000,00;129.000,00;0.00;Casa, 0.00 de área total, 60.00 de área privativa, 144.20 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555518556576
 8787704035808 ;GO ;VALPARAISO DE GOIAS ;SETOR DE CHACARAS ANHANGUERA C ;RUA ALAGOAS, N. SN, Apto 102, QD 23 CHACARA 8 BL D ;123.000,00;123.000,00;0.00;Apartamento, 0.00 de área total, 48.87 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704035808
 8444426988184 ;GO ;VALPARAISO DE GOIAS ;JARDIM DOS IPES ;QUADRA QUADRA 10, N. SN, Apto 202, PAV 1 ;136.500,00;136.500,00;0.00;Apartamento, 0.00 de área total, 57.00 de área privativa, 0.01 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444426988184
